,x,y,label
0,1.7644936834512441,-0.43148324901432056,1
1,1.8209399415954515,-0.3181113882290908,1
2,0.29194344735048006,0.8946518746802561,0
3,0.11513469004922341,0.4262968824499228,1
4,0.4309917772128455,1.0107272914024015,0
5,-1.0709086141479154,-0.0013214694101185143,0
6,1.976012647974519,0.07866615928170106,1
7,0.80874037925872,-0.43208410833438937,1
8,0.8675091142340827,-0.5226463842883043,1
9,0.7356311957781939,0.6557264622865535,0
10,0.22382038587515357,-0.04670730425991686,1
11,0.7622883989141291,0.8004333974935249,0
12,1.7144467209106604,-0.2782871152706577,1
13,-0.762947538942034,0.49481840537838134,0
14,1.8332669199167775,0.2700081670108139,1
15,-0.09775259949366308,0.25691432892564803,1
16,1.9943396652070207,0.04855803696631103,1
17,0.9401029592017065,-0.49985031928948975,1
18,2.081665397206107,0.3205563442769648,1
19,0.9598534192974597,-0.39477702093919476,1
20,1.831763718757377,0.117544406948754,1
21,0.7955461537552716,-0.4611754607080792,1
22,0.5809027562824546,-0.41989401980025903,1
23,0.4166722047764997,-0.19735032500428773,1
24,0.1068254827046548,1.0152601862847388,0
25,0.31356738803814477,-0.12173044021728138,1
26,-0.7000048223820161,0.8782298757565115,0
27,2.0876791529183785,0.3457289809967985,1
28,1.0148569444945237,-0.05683141107571651,0
29,1.2290713244665612,-0.559658281594612,1
30,-0.08880710432943237,1.0566011580972485,0
31,-0.46956602613450593,0.8086437542881686,0
32,0.656801033661522,-0.45367154998760895,1
33,-0.41139773232541954,1.0553539713525948,0
34,-0.7300110891797882,0.6948320023637744,0
35,0.3045034576461221,1.0499071902580528,0
36,0.9951375034120687,0.29129926931445915,0
37,1.1796143044686687,0.2767331858987426,0
38,0.6172796465217608,0.7838486388069472,0
39,1.9952472443330898,-0.14726353069022213,1
40,-1.0752986568690666,-0.026828685355572042,0
41,1.0867085019359508,-0.564838257709574,1
42,0.9591348446220029,-0.0452865100432839,0
43,0.6127033014699376,-0.27799787880384624,1
44,0.6850466500736998,0.7501269896851752,0
45,-0.5472740381997614,1.0087295512742516,0
46,0.03289936046096084,1.0083139748142083,0
47,-0.8364754356458329,0.30476695946644977,0
48,0.8263246211741426,-0.5880582343636648,1
49,0.8804498807597082,0.26902530718925277,0
50,0.8981476832562953,-0.4787605862680672,1
51,1.9010957044359797,0.3896357882165628,1
52,1.035514167083136,0.08999003735595773,0
53,1.5448344747872291,-0.2557040002399944,1
54,0.18927032895586904,-0.1188904058537303,1
55,0.5426128420057348,0.8829692672396282,0
56,0.6413435507948185,0.5857261530390612,0
57,-1.0610317521016819,0.03347206329452093,0
58,-0.7271633654579622,0.5975505210720735,0
59,0.6198972719813634,-0.41944273662144305,1
60,-0.8058275862149209,0.5088855154067246,0
61,0.9028803381141836,0.5431833284118057,0
62,-0.27052649940130435,0.9568014949649833,0
63,0.4733505703242228,-0.3161311475140266,1
64,0.032517105432913106,0.23711913229609338,1
65,1.0711279761596475,-0.4530821756562458,1
66,1.9880467881236132,0.20167915747363646,1
67,0.684004794485941,-0.18268172230005406,1
68,0.7571491663299138,-0.5650018709046498,1
69,0.070778783660002,0.2764185184255324,1
70,-0.3000577753593228,1.153225742469271,0
71,-0.8065524611304807,0.3978751880128334,0
