,x,y,label
0,-2.9845641020385743,2.4042913537758506,1
1,-2.7854742765717027,1.9951767366036361,1
2,-3.1354819311804607,0.9383033115313759,1
3,-2.6603263247439957,2.6303456762736244,1
4,-6.687547905211955,0.8331818001602582,0
5,-6.537428558330669,-1.4448221714497946,0
6,-6.680488430492168,1.6973446624528181,0
7,-7.0898133557768155,1.2050030520104886,0
8,-3.4158130747223203,2.162509458390235,1
9,-8.635764072477702,0.8271598695752377,0
10,-1.0180233431523285,2.116772319600604,1
11,-1.7743754525065991,2.519586242667759,1
12,-2.4848258601830455,2.765083384901601,1
13,-8.098528228437553,0.8494988875347939,0
14,-3.2040879981776937,2.204904129006439,1
15,-3.659924818898979,3.6762833617469024,1
16,-4.816123961893426,2.8768037506003106,0
17,-4.865351342016483,2.0194547386132844,0
18,-4.413510997391315,1.7265053209606211,0
19,-8.477099978965324,3.091594901116718,0
20,-6.9557218189557,1.2006738832086787,0
21,-3.4090712237733216,3.6183719633031264,1
22,-6.196896339718729,2.33327421371356,0
23,-2.3301474728552867,4.978846850309608,1
24,-5.764942537497616,2.4550654254860436,0
25,-1.836922037657589,2.608644316317754,1
26,-5.4674729963325825,1.7788050411459475,0
27,-3.2387082748145533,4.4130788408523545,1
28,-6.836177699776682,0.19370925235505787,0
29,-6.431069168647668,0.45884831109827817,0
30,-3.4591545820497593,3.3909927815117964,1
31,-7.290831588689764,1.2909454955331356,0
32,-6.429413634039098,1.1150771550945133,0
33,-4.484560279820362,1.8227515223343356,0
34,-2.810768047476125,3.9439555922832454,1
35,-5.016336569661242,-0.07609760623969275,0
36,-4.613708313187571,1.6136616650591538,1
37,-5.709629059209359,1.5026453161032207,0
38,-7.0341586730938035,0.6231761419616104,0
39,-2.523579515950034,2.650384922824478,1
40,-2.7328550376828122,3.6258767014677926,1
41,-4.371161941958436,3.7207148390360554,1
42,-1.9678726758742653,2.105396945355893,1
43,-6.02549508509441,-0.23462387123002482,0
44,-4.894967390783057,1.8379318560073714,0
45,-4.481744874160292,3.392932069786804,1
46,-6.210804715346763,0.7953079467562375,0
